"biopsysite","WholeGenomeDoubling"," 1p"," 1q"," 2p"," 2q"," 3p"," 3q"," 4p"," 4q"," 5p"," 5q"," 6p"," 6q"," 7p"," 7q"," 8p"," 8q"," 9p"," 9q","10p","10q","11p","11q","12p","12q","13q","14q","15q","16p","16q","17p","17q","18p","18q","19p","19q","20p","20q","21q","22q"
"TCGA Lung","No",3.27935,4.395668,2.780381,3.981403,2.058397,2.075741,2.472788,2.034022,3.882992,2.012807,2.453197,2.618355,2.722701,3.981464,3.001421,3.653327,2.044331,2.395658,3.001598,3.000666,3,4.424768,3.348338,3.758867,2.149381,2.760528,3.031421,3.168443,3.948942,2.971421,3.904807,4,3.147224,3.164567,3.799759,3.192289,3.821179,3.009134,3.010368
"TCGA Lung","No",2.994501,2.994588,3,2.99699,2.994949,2.99583,2.995454,2.993597,2.995265,2.998291,2.996212,2.995941,2.996148,2.995499,2.017171,2.015151,2.016098,2.016441,2,2.008049,3,2.994523,2.993506,2.997704,2.993042,3.918181,2.064393,2.993686,2.991735,2.033596,2.026194,2,2.024926,2,2.045454,2,2.041768,3.894804,3.83415
"TCGA Lung","No",2.995447,2.995519,4,3.984262,2.01804,2.627848,3.04118,2.24822,3.900983,2.39894,2.996863,2.061346,4.962912,2.142925,1.565231,3.569206,2.863237,2.995996,3,2.99804,2.996449,2.181434,2.508909,2.087107,3.763988,2.06314,2.06765,2.994772,2.382891,2.149365,2.6006,2.378553,2.129984,2.093669,3.014541,2.104141,3.935773,4.007063,2.263286
"TCGA Lung","No",3.792273,3.989535,4,3.994178,3.990233,3.991935,3.991209,3.987619,3.990843,3.996695,3.009341,2.78287,4.975601,3.090306,3.012455,3.01099,2.065019,2.033201,4,3.995422,3,3.013505,3.987442,3.748696,3.017157,3.970698,2.130039,5.932235,5.91129,3.024368,3.018999,2,2.050338,2.615385,3.974145,4,3.976241,3.962326,3.075739
"TCGA Lung","No",2.061631,4.5608,5,4.94945,2.024261,2.020032,4.961835,2.094134,3.007646,2.032835,3.001529,2.047101,3.001555,2.903715,3.979817,3.982191,2.075881,2.023229,3,3.000956,3,3.002211,4.945479,4.042258,3.972197,2.072784,3.007646,3.22732,4.930609,3.003989,3.00311,2,2.035218,3,3.005397,3,3.007439,2.093579,2.147534
"TCGA Lung","No",3.021702,4.56104,3.007234,3.504279,3.01495,3.012344,3.993455,3.0589,6.72273,3.469175,3.994546,3.994156,3.412636,3.340235,4.155961,4.075059,3.556063,4.971761,3.991819,2.837313,4,3.992115,3.99065,3.993389,3.432283,4.882023,3.052602,3.99091,3.782482,2.334392,4.39014,3.824604,3.253376,2.257347,2.716582,4.679463,3.397548,2.781822,3.10272
"TCGA Lung","No",4.518047,4.486015,4.010753,3.142697,3.984655,4.579507,3.986189,3.072097,4.568947,3.012172,3.297613,3.005526,4.049634,3.986326,2.690991,3.243442,2.075873,2.436659,3.030946,2.880701,2,2.059378,3.013591,3.993025,2.040086,3.953964,2.140299,3.192455,3.974889,2.779495,4.473362,3,2.13786,2.266476,2.762599,2.208108,3.016728,3.026525,2.176954
"TCGA Lung","No",2.044117,2.637716,3.040661,2.932549,2.039589,5.057357,2.99563,2.837377,2.995448,2.137928,2.92605,2.159888,3.165788,2.862633,2.518766,5.63297,1.945373,2.511705,2.989075,3.318713,3.260028,3.194289,2.993757,3.114591,2.023923,2.309055,2.259702,2.960083,2.217107,2.120934,2.911116,2,1.147193,2,2.04597,2.597258,2.559161,2.368785,2.105607
"TCGA Lung","No",3.970049,3.977893,3,3.000947,2.035717,3.612086,3.00143,2.273145,5.68899,3.978519,3.934525,3.001915,4.070221,3.080624,2.660336,2.906179,2.04467,2.284976,3,1.941225,2.548519,3.96644,2.122458,2.98341,2.086741,2.604767,3.255959,3.001986,3.0026,2.48137,3.923739,3.710089,2.034565,2,2.945383,3,3.003865,3.920415,3.368746
"TCGA Lung","No",1.037649,1.923338,2,1.995588,1.01482,1.012237,1.993338,1.136159,1.986122,1.994991,1.605564,1.011909,1.926558,1.013206,1.992598,1.990203,1.40293,1.01419,2,1.99653,2,1.445801,1.990483,1.996636,1.989804,1.977795,1.972243,1.990748,1.987888,1.985518,1.988709,2,1.989255,1.718162,1.941221,1.037037,1.981996,1.057164,1.954989
"TCGA Lung","No",3.318035,5.3951,4,3.901427,3.008263,3.006822,3.364618,3.027177,4.864318,2.030943,4.891454,2.252061,3.006302,3.007363,3.98604,3.991328,2.028579,2.043781,4,3.993456,3,3.008959,3.010623,3.003756,3.98077,3.951141,3.947651,3.669873,3.013521,3.972688,3.978706,3,3.003724,2,2.121042,3,3.020098,3.042493,3.050245
"TCGA Lung","No",3.056387,3.96817,3.612761,3.840849,2.044356,3.220013,3.979947,2.471682,2.999779,2.022497,2.383024,3.35693,4.966057,2.594007,1.444268,3.137125,1.77017,2.03183,2.349934,2.99989,3,3.650411,4.199773,2.696755,2.999865,2.26646,2.999779,3.33326,2.836074,2.086726,3.270917,3.823061,2.483657,2.230463,4.764394,3,2.999857,2.999773,3.864507
"TCGA Lung","No",1.999216,2.353616,2,1.999816,1.999691,1.760958,1.999722,1.87275,1.999711,1.999896,1.999769,1.124132,1.999529,1.999725,1.110802,2.940768,1.999711,1.999704,2,1.999855,2,1.999665,1.999206,1.99986,1.999575,1.99892,1.998843,2.831019,1.233081,1.999396,1.98258,2,1.999552,2,1.999183,2.962449,1.750751,1.998413,1.998123
"TCGA Lung","No",3.004822,3.926361,3.605032,4.939783,3.167468,3.991488,3.993814,2.893059,4.890893,3.537245,2.361512,2.962168,4.955618,3.655199,3.015349,4.459167,3.02878,3.014696,4.984536,3.02878,2.428127,4.671842,5.868041,3.128189,2.093309,3.053722,5.009941,4.059564,4.690533,3.060062,5.098899,3,3.033422,4,3.981807,4.199312,5.579827,2.878939,3.958205
"TCGA Lung","No",3.042489,2.311656,2.564161,2.460512,2.46001,2.931536,2.856035,1.881243,5.109764,2.106786,3.65558,2.136918,3.353692,1.928076,1.57484,2.671935,2.280652,2.12419,2.985022,2.144456,2.084282,2.980733,2.510509,2.023584,2.110222,3.100048,2.000052,2.077826,1.391589,2.423289,2.192115,3,1.96561,2.01796,2.23335,2.980258,2.982021,3.281938,3.036075
"TCGA Lung","No",1.999636,2.769363,2,1.9998,1.999665,1.999724,1.999699,1.999576,1.999686,1.999887,1.999749,1.097407,1.999489,1.999553,1.999665,1.999705,1.207706,1.999519,2,1.999843,2,1.962948,1.99957,1.999848,1.999539,1.998996,1.998745,2.832497,1.999452,1.999345,2.04906,2,1.999514,1.307113,1.675585,2,1.999186,1.998709,1.997965
"TCGA Lung","No",2.004965,3.559926,2,2.001165,2.001955,2.001614,2.001759,2.002478,2.001832,2.000661,2.984799,1.055142,2.001491,2.001742,2.005864,2.894744,2.001832,2.001871,2,2.000916,2,2.002119,2.002513,2.000888,2.002692,2.005864,2.007329,2.002443,2.003198,2.003824,2.004472,2,2.002837,2,2.007761,2,2.004754,2.007539,2.011885
"TCGA Lung","No",3.143879,5.646465,4,4.009633,3.491673,3.873645,3.093639,2.755603,4.884471,3.013842,4.670455,3.06453,3.010401,3.012152,3.613655,3.613655,3.012784,1.544971,4,3.995976,3,3.234393,3.977923,3.996098,3.968462,5.761365,3.229709,4.196341,3.044629,3.026681,4.546226,3,3.029693,2.487766,3.036097,3.296296,3.979116,3.562341,3.613655
"TCGA Lung","No",1.040688,2.668708,2,1.99418,1.012458,1.010286,1.991212,1.987622,1.990846,1.019253,1.992677,1.992153,1.985105,1.991299,1.990235,1.991384,1.210858,1.985976,2,1.995423,1,1.013508,1.016017,1.011325,1.017161,1.037373,1.046716,1.987794,1.984022,1.024374,1.019003,1,1.018084,1.763397,1.974153,1.020763,1.030302,1.048051,1.075756
"TCGA Lung","No",3.902504,4.01997,4,3.516841,3.026563,2.284798,3.366953,2.984679,2.951986,2.612284,3.778256,2.718926,3.988944,3.314241,3.061809,5.027269,2.444743,2.646153,3.983692,3.851441,2.799013,3.685668,2.669535,3.357482,2.745337,4.783553,3.386116,3.298288,3.23871,3.030233,3.955775,4.219904,2.285409,2.79763,2.727599,3,3.541703,3.029801,3.046983
"TCGA Lung","No",2.979024,2.979357,2,2.830457,2.004433,2.00244,2.00266,2.003746,2.002771,2.001,3.968883,1.145232,2.002254,2.002634,2.002955,2.188882,2.002771,2.00283,2,2.001385,2,2.003205,2.0038,2.001343,1.974816,2.008866,2.011083,2.003694,2.004836,2.005782,2.004508,2,2.00429,1,1.511735,2,2.007189,2.011399,2.017972
"TCGA Lung","No",2.570032,2.272752,3.231721,2.940122,2.013148,2.010856,2.803667,2.753228,3.97066,3.989411,2.009861,2.010566,2.993079,2.720545,2.013148,2.011601,2.991493,2.853014,2,2.006163,4,3.966064,2.016905,2.005977,2.018113,2.039445,2.049306,3.96088,3.948788,2.025725,2.020057,2,2.019086,2.045514,2.034804,3,2.977928,2.965001,1.215091
"TCGA Lung","No",2.00224,2.9304,2,2.000526,2.000882,1.780909,2.000794,2.001118,2.919974,2.000895,2.001323,2.000709,2.000673,2.000786,2.000882,2.265484,1.334987,2.000844,2,2.000413,2,2.001435,2.001134,2.000401,2.001215,2.002646,2.003307,2.001102,2.001443,2.001726,2.001345,2,2.00128,1.079976,2.004669,2,2.002145,2.003402,2.005363
"TCGA Lung","No",3.569049,5.473744,4.006103,4.961196,3.015856,3.019638,3.99427,3.053293,3.994031,3.190083,4.411801,3.002509,3.23967,3.517634,3.215856,4.973344,2.535471,3.189763,3.667701,3.997016,4,3.905307,3.991814,3.451652,3.889189,3.9809,3.059459,3.01982,3.025946,3.987544,3.990288,3.125913,3.981517,3.713507,3.083942,4,3.942001,2.567258,3.501383
"TCGA Lung","No",2.050076,2.734073,2.027608,3.935162,2.132507,2.898401,3.864189,2.040683,4.820943,2.014479,3.394031,2.745475,1.326844,2.926411,2.22057,2.985228,1.901745,2.013657,2.016047,1.950873,2,2.233962,3.922394,3.831149,2.989037,2.042792,3.854488,2.01783,2.046683,3.937719,3.014429,2.155405,2.020706,2.024688,3.037758,3,2.980643,2.130501,2.059714
"TCGA Lung","No",3.961671,3.97171,3,2.997507,2.01804,2.014895,3.952472,2.180864,3.975246,2.165857,2.01353,2.063027,4.891926,2.99441,3.973596,3.965053,2.996079,2.995996,2.995295,2.071571,2.377358,3.971369,2.046389,2.0082,2.92089,2.05412,2.06765,3.647395,2.191881,2.035296,2.481956,2,2.026187,2,2.047753,2.638786,3.935773,3.898155,2.109703
"TCGA Lung","No",2.759153,3.929429,3.690205,3.316266,1.967867,3.791468,2.02054,1.972972,4.54673,2.407233,3.503151,2.003376,2.983966,3.49906,2.647445,5.590089,2.585021,2.799883,2.952701,3.490427,3.284548,3.35135,3.264087,3.48594,2.4305,3.503301,1.981013,2.310807,2.298765,2.044652,2.647272,3,2.065823,2.118501,2.327501,4.815815,4.840028,2.088029,2.437542
"TCGA Lung","No",2.00159,2.768612,2,2.000373,2.000626,2.000517,2.000563,2.000793,2.000587,1.970348,2.000469,1.054577,2.000477,2.000558,2.000626,2.000552,2.000587,2.000599,2,2.000293,2,2.000679,2.000805,2.000285,2.511354,2.001878,2.002347,2.000782,2.001024,2.001225,2.000955,2,2.000909,1.962622,2.001657,3.074074,2.331176,2.002414,2.003807
"TCGA Lung","No",2.875556,4.776424,3.623656,3.793988,3.009914,2.35497,3.966767,3.003459,6.134294,4.035973,4.731537,3.990109,4.005735,3.048438,2.449568,3.88024,3.009294,3.009492,4,3.055608,3,3.921399,3.222413,3.022531,2.546621,3.639821,2.792487,3.23162,3.016222,2.642802,5.105603,5,2.302975,2,2.967418,3.099136,3.024114,3.952524,3.060285
"TCGA Lung","No",2.000655,2.000644,2,2.000538,2.000601,2.422515,2.000541,2.000762,2.000564,2.000204,2.000451,1.054538,2.98351,2.980734,2.000601,2.000531,1.319831,2.007199,1.275677,1.042231,2,2.169653,2.000773,2.000273,2.000829,2.001804,3.597494,2.000752,2.000984,1.220922,2.000918,2,2.000873,2.001041,2.001592,2,2.001463,2.00232,2.003658
"TCGA Lung","No",5.72465,4.987901,4.006655,4.008197,3.302642,4.011355,6.952377,5.940633,4.968239,4.126741,4.987296,3.147103,4.891845,4.044312,2.87195,5.972919,3.726179,4.991891,6.890472,3.11706,5,4.004547,4.017682,4.006251,4.018945,4.041258,3.134906,5.231447,6.913413,4.026907,6.122674,6.859934,6.923189,4,4.036404,5,4.979398,6.231267,4.083631
"TCGA Lung","No",2.010998,3.584523,3,2.989335,2.004329,2.003575,2.003896,2.005488,2.983226,2.993946,2.93658,1.083836,2.003302,2.003858,2.004329,2.00382,1.024892,1.325367,2.979871,2.008118,2,2.004695,2.005566,2.001968,2.005964,2.012988,2.016235,2.005412,2.007085,2.008471,2.789567,2,2.006285,1.423077,2.01146,2,2.010531,2.016699,2.026328
"TCGA Lung","No",2.904664,3.924343,3.156751,3.11641,2.035804,2.977168,1.94,2.379344,5.776853,1.884715,2.982223,2.394842,2.983051,3.58636,2.071608,2.107412,1.961578,2.006856,2.032223,2.026853,2.02432,2.344312,2.989842,2.558474,2.053289,3.231854,2.030689,3,3.071517,1.086957,2.993974,3,2.41362,2.726515,2.773204,2.986832,2.980782,1.779684,2.087091
"TCGA Lung","No",5.439855,5.85425,4.621405,4.906616,4.005857,4.019343,3.901084,4.01856,5.746768,4.009908,5.925452,2.906976,4.711199,4.914037,4.023427,4.010335,2.830101,4.026963,2.381589,3.031815,4.100335,4.103389,4.666222,4.904862,4.016136,4.011713,4.060169,4.036604,3.974206,3.109874,5.356851,4,4.053512,3.097196,3.185816,4.009761,3.994342,3.994019,3.590401
"TCGA Lung","No",1.698072,2.265486,1.995279,2.63875,1.707453,1.638174,2,1.996908,2.912093,1.995874,1.663008,1.719294,2,1.995653,1.237127,2.97824,1,1.018941,1.497256,1.924797,1.995858,1.996033,1.993728,1.997783,1.477352,1.784146,1.972271,1.987805,1.998004,1.942206,2.376809,1,1.014359,2,1.993544,1.185185,1.991101,1.025436,1.048121
"TCGA Lung","No",2.270835,3.085161,3.650427,2.890525,2.527664,2.927278,1.883754,2.133658,4,2.111217,4.182992,2.652441,3.933794,2.268053,1.435191,3.420448,2.495235,2.007425,3.869795,3.067602,2.026338,3.391443,2.039883,2.095856,2.233318,2.26204,2.797375,2.530385,2.05076,2.873646,3.182912,6.493876,2.235219,2,2.238054,1.751168,2.094318,3.97411,3.30237
"TCGA Lung","No",2.000462,2.000454,2,2.000253,2.000424,2.00035,2.000382,2.000537,2.000397,2.000143,2.186831,1.081549,2.000323,2.000378,2.978202,2.980766,2.000397,2.000406,2,2.000199,2,2.00046,2.000545,2.000193,2.000584,2.001272,2.00159,2.00053,2.000694,2.000829,2.000647,2,2.000615,2,2.001122,2,2.001031,2.001635,2.002578
"TCGA Lung","No",2.060888,3.787927,3.430952,3.987796,2.035953,2.01979,3.001572,3.002214,3.190774,3.016219,3.00131,3.021365,3.001332,3.001556,3.006985,5.915617,3.769645,2.286856,4.901964,3.000819,3,2.678486,3.40449,3.000794,3.002405,3.938572,2.305103,3.002183,3.002857,2.09379,3.005327,3,3.002535,2.082968,3.070379,2.225133,3.305792,1.666123,2.145754
"TCGA Lung","No",2.741718,4.044101,3,3.000644,2.946607,3.239425,3.020973,4.00137,5.252027,2.564641,2.985766,3.072732,3.983875,3.349425,2.334414,2.718071,2.35518,2.022312,4,2.731194,3.000918,2.965614,1.319846,2.124161,2.910645,3.936577,2.087387,3.002703,2.979558,1.267215,4.867705,3,1.873322,3.414553,2.416057,2.673874,3.948576,3.576988,3.048649
"TCGA Lung","No",1.98536,1.985592,1,1.00523,1.013162,1.680593,1.007897,1.011123,5.058119,1.054019,1.489914,1.007051,1.989743,1.988017,1.008775,1.164605,1.008226,1.008401,1,1.004113,2,1.985418,1.724834,1.068583,1.012088,1.952934,1.037606,1.010968,1.014359,1.017168,1.013385,1,1.019106,1.707495,1.964404,2,1.950935,1.033845,1.05336
"TCGA Lung","No",2.777593,6.915289,4,3.677659,2.032048,2.094738,3.008843,3.012455,5.643423,2.010843,2.864738,2.038629,5.7777,5.94935,3.009826,3.00867,3.018423,3.009407,3,3.004606,3,3.010654,3.984061,3.039235,4.391086,3.96281,2.120179,3.012282,3.016078,3.975746,3.98109,3,3.014263,3,3.026009,3.591828,4.78948,3.952184,3.924615
"TCGA Lung","No",3.015171,3.744394,3.365591,3.990315,2.123055,3.986583,3.005375,3.013248,3.268748,2.820113,3.908958,3.986942,3.987606,3.958478,1.607639,3.605944,3.126562,3.005718,3,2.690299,4,3.982379,5.687857,4.042676,3.600064,3.017917,2.474777,2.174132,2.046136,2.110326,3.950424,2,1.16996,3,3.015809,2.491435,3.886655,3.023036,2.171452
"TCGA Lung","No",2.16407,3.762681,2.725143,2.856587,2.040284,2.953855,2.998128,2.997363,2.99805,2.998592,2.015106,2.016185,3.981464,3.749694,3.975697,3.978556,2.99805,2.998008,3,2.999025,2.075472,3.573801,2.887537,3.944767,2.027746,4.056973,2.26155,2.997399,2.996596,2.039408,2.046087,2.582728,2.029238,2,2.079975,3,2.994939,2.07769,2.60897
"TCGA Lung","No",1.873201,3.165883,3.977384,2.276094,1.228743,2.142998,1.997934,1.904086,3.839103,1.013484,1.998278,1.540954,1.504973,1.837493,1.479707,2.562551,1.018681,1.019079,2.947418,1.998924,1,1.97217,1.997049,1.99687,1.02745,1.237558,1.990163,1.88315,1.032608,1.038987,2.894804,2,1.059518,1,1.932062,2,2.045679,1.470958,1.418474
"TCGA Lung","No",3.928939,4.951282,4,3.989378,3.242906,2.438461,2.387923,2.041278,3.926362,3.011018,4.215513,2.074966,3.990939,3.999314,2.154017,4.536122,2.030529,2.534656,4,3.994431,3,3.011214,4.798022,3.9946,2.044859,3.490982,3.788782,3.929594,3.334475,3.622909,4.481291,6.376244,4.075867,2.112722,3.937104,4,3.971102,3.297033,3.927754
"TCGA Lung","No",1.998372,1.998398,2,1.999109,1.997757,1.998765,1.998654,1.998104,1.998598,1.999494,1.998878,1.04284,1.996578,1.998001,1.998504,1.998021,1.998598,1.998568,2,1.998598,2,1.998378,1.998077,1.99932,1.99794,1.995513,1.994392,1.998131,1.997553,1.997074,1.997719,1,1.030087,2,1.996041,2,1.996362,1.994231,1.990905
"TCGA Lung","No",3.975158,3.975552,3.004944,3.469666,2.085441,4.239166,3.984598,3.956614,6.450194,2.697435,2.176822,2.043925,3.986947,3.984751,2.027331,2.999212,3.519159,3.962338,3,3.002395,3.309046,2.748789,3.613137,4.067573,2.091016,2.889657,2.617134,3.978608,2.81672,2.053474,3.879993,3,3.011124,2.094608,2.746453,2,2.099722,2.10542,2.232684
"TCGA Lung","No",4.980985,4.369981,4.983098,4.369908,2.073801,3.622533,4.008561,4.007536,6.941959,5.49355,4.986901,4.978947,4.121023,5.51909,2.476179,5.964981,3.388377,2.623852,4,4.00223,5,4.981061,4.850927,4.875846,2.99488,3.094425,3.102005,4.005945,3.644147,3.313654,4.910378,2.306708,1.752292,3.046694,3.071414,5,5.909246,4.018346,3.164059
"TCGA Lung","No",2.938985,3.148672,3.941652,3.005699,3.003187,3.003947,4.348683,3.968883,3.928618,2.051583,2.65478,2.07527,3.970963,3.966076,3.949268,3.326418,2.023821,2.036492,4.907171,2.047642,3.175223,5.14117,2.053157,2.544045,2.341204,3.568303,3.015366,3.817507,3.005215,2.149141,4.142952,4,3.723556,2.043977,2.100889,1.67729,4.698932,3.01639,3.467422
"TCGA Lung","No",2.056556,3.874253,3.947493,2.020642,2.017316,2.039795,3.177922,2.559539,4.953734,3.026755,3.275974,2.106215,2.996258,2.993442,2.069264,4.665648,2.157468,2.750622,2.044481,3.0579,2.987503,2.192928,2.993692,2.99554,2.023854,2.426118,2.981602,2.021645,2.028335,3.063241,2.615893,3.751719,2.72057,2.864136,2.974026,3.691679,3.60688,2.089054,2.315549
"TCGA Lung","No",3.985792,3.989293,4,3.992221,3.009171,3.759866,3.008254,3.011626,4.841932,3.720136,3.006879,3.00737,3.47244,3.965112,1.240565,3.690944,2.058863,2.030058,2,2.014716,3,3.617327,3.011792,3.004169,2.043246,4.398767,2.777402,4.955909,4.942281,2.514149,4.946194,6.058824,3.017155,2.692308,3.965454,4,3.968255,3.949661,3.920637
"TCGA Lung","No",4.005982,3.82683,3.996618,3.997917,3.994757,3.997114,3.781126,3.933693,3.996723,3.167866,3.997379,3.271168,3.997334,3.996885,3.996505,3.996916,2.705057,3.99498,4,3.998362,4,3.99621,3.995506,3.998411,3.991975,2.143322,3.986893,3.995631,3.994281,2.675137,5.008952,4,3.994926,4,3.990748,4,3.991498,3.986519,3.978746
"TCGA Lung","No",1.997563,1.997601,2,1.990042,1.019984,1.741271,1.997985,1.997162,3.824938,1.192459,1.998321,1.998201,1.998293,2.779186,1.997761,2.565665,1.997901,1.997857,2,1.998951,1.937694,1.997573,1.082836,1.998982,1.710174,2.003276,1.180882,1.049959,1.0327,1.126055,1.996585,1.158693,1.738567,1.153846,2.405839,2,1.994555,1.991365,1.986387
"TCGA Lung","No",4.923915,4.754926,3,3.007559,3.68569,4.973774,3.659793,3.417448,3.570689,2.237335,4.976178,3.661977,5.082086,3.148412,1.228506,4.047583,2.032723,3.501504,3,3.005945,5.051171,2.665933,2.159163,3.152943,3.986858,3.971379,2.372352,3.988075,3.984389,3.981334,3.985447,4,2.59213,3.570689,3.806592,4,3.976794,3.106059,3.570689
"TCGA Lung","No",4.971033,4.971493,4,4.002027,3.024489,4.00468,3.02204,3.031043,4.981292,4.648151,5.873468,3.397411,6.950882,6.00202,1.804534,4.002,3.022959,3.854534,3,3.011479,4,4.002458,4.440231,3.086991,3.71845,4.129023,3.091835,5.483558,2.732837,4.519058,5.935662,5.177657,2.968393,4.102018,5.63265,5,4.95146,5.297373,3.79757
"TCGA Lung","No",2.002173,3.542534,2,2.00119,2.001996,2.001648,2.001796,2.00253,2.001871,2.000675,2.001497,2.001604,2.001522,2.001778,2.001996,2.001761,2.001871,2.001911,2,2.543538,2,2.002164,2.002566,2.000907,2.002749,2.005988,2.007484,2.002495,2.003266,2.003905,2.003045,2,2.002897,2,2.005283,2,2.004855,2.007698,2.012137
"TCGA Lung","No",1.470713,1.995684,2,1.997599,1.207083,1.996674,1.996374,1.994893,1.996223,1.998637,1.996979,1.932644,1.993855,1.117944,1.995972,1.996445,1.996223,1.996143,1,1.008528,2,1.995632,1.994821,1.359974,1.992601,1.9859,1.984893,2.85104,2.408294,1.106789,1.98771,1,1.02641,2,1.989336,1.393979,1.985301,1.826066,1.975502
"TCGA Lung","No",6.177905,6.952739,5,4.847981,5.000669,5.000414,6.960301,4.282432,6.834588,4.022896,6.206023,4.22429,6.899071,5.000895,2.714123,5.908013,3.04198,3.06431,5.075376,5.844221,5.490566,6.95217,4.029002,4.708592,3.082247,3.512952,4.084588,6.669176,6.258926,3.523703,5.950684,4,3.646376,4,4.089564,5,6.730951,6.829862,4.329208
"TCGA Lung","No",2.983889,3.59922,2,2.00663,2.022247,2.013777,2.010011,2.0141,2.97919,2.996245,3.100019,2.008939,3.974586,4.717838,2.044494,2.980414,1.677141,2.01065,2.012514,2.005214,2.886835,2.76508,3.042905,2.025281,1.045935,3.005673,2.93457,2.986127,2.972758,2.021763,2.016968,1,1.048405,1,2.838284,2.666749,3.121667,2.442937,2.932508
"TCGA Lung","No",2.005567,4.187897,2,2.001143,2.001918,2.001583,2.001726,2.002431,2.001798,2.000649,2.919543,1.13624,2.001463,2.001709,2.003835,2.001692,2.001798,2.001836,2,2.000899,2,2.002079,2.004931,2.000872,2.007925,2.005753,2.007191,2.002397,2.003138,2.007504,2.002925,2,2.002784,2.05974,2.005076,2,2.004664,2.012327,2.011661
"TCGA Lung","No",3.111078,3.841495,3.257253,2.955829,2.692139,3.828718,2.219245,3.449376,4.549332,3.581998,4.598114,3.092908,5.870643,4.117318,3.042768,4.669534,2.257666,2.722602,3.924057,2.977595,3.603062,3.238237,2.385175,3.661045,2.921352,4.351783,3.026842,2.995808,2.339967,3.358903,5.042053,3.045508,3.002892,3.350148,4.10877,3.05346,3.093065,5.126955,3.328151
"TCGA Lung","No",2.905249,4.372293,4.205317,4.008284,2.025697,2.936647,2.363127,3.004404,4.01303,2.275379,3.02709,2.051623,4.40943,3.824878,2.417373,6.481319,3.022802,3.001663,2.707818,2.134772,4.020651,3.346768,3.013402,3.65752,2.009573,2.606949,2.041298,3.906262,2.273321,3.013596,3.0053,4,2.779237,3,3.004599,2.376161,4.089533,2.066078,2.125012
